Unnamed: 0,festival_dates,year,day_of_performance,artist,headliner,genre,spotify_popularity,genre_group
245,"August 1, 2024 - August 4, 2024",2024,Friday,RYAN BEATTY,nan,lo-fi house,51.0,Electronic
246,"August 1, 2024 - August 4, 2024",2024,Friday,TINY HABITS,nan,lo-fi house,51.0,Electronic
247,"August 1, 2024 - August 4, 2024",2024,Friday,MCKENNA GRACE,nan,lo-fi house,49.0,Electronic
248,"August 1, 2024 - August 4, 2024",2024,Friday,THE NATIONAL PARKS,nan,folk pop,49.0,Pop
249,"August 1, 2024 - August 4, 2024",2024,Friday,TWINSICK,nan,lo-fi house,46.0,Electronic
250,"August 1, 2024 - August 4, 2024",2024,Friday,BLU DETIGER,nan,lo-fi house,45.0,Electronic
251,"August 1, 2024 - August 4, 2024",2024,Friday,XANDRA,nan,lo-fi house,45.0,Electronic
252,"August 1, 2024 - August 4, 2024",2024,Friday,THE STEWS,nan,lo-fi house,41.0,Electronic
253,"August 1, 2024 - August 4, 2024",2024,Friday,MILITARIE GUN,nan,lo-fi house,40.0,Electronic
254,"August 1, 2024 - August 4, 2024",2024,Friday,AVA MAYBEE,nan,lo-fi house,36.0,Electronic
255,"August 1, 2024 - August 4, 2024",2024,Friday,BRANDI CYRUS,nan,lo-fi house,25.0,Electronic
256,"August 1, 2024 - August 4, 2024",2024,Friday,GODLY THE RULER,nan,lo-fi house,25.0,Electronic
257,"August 1, 2024 - August 4, 2024",2024,Friday,FIFTEENOEIGHT,nan,lo-fi house,24.0,Electronic
258,"August 1, 2024 - August 4, 2024",2024,Friday,CALE TYSON,nan,"americana, alt country",16.0,Folk / Country
259,"August 1, 2024 - August 4, 2024",2024,Friday,SUNDIAL,nan,lo-fi house,1.0,Electronic
260,"August 1, 2024 - August 4, 2024",2024,Friday,GEESE,nan,lo-fi house,0.0,Electronic
261,"August 1, 2024 - August 4, 2024",2024,Saturday,TATE MCRAE,nan,lo-fi house,91.0,Electronic
262,"August 1, 2024 - August 4, 2024",2024,Saturday,FUTURE X METRO BOOMIN,1.0,jangle pop,88.0,Pop
263,"August 1, 2024 - August 4, 2024",2024,Saturday,TV GIRL,nan,lo-fi house,83.0,Electronic
264,"August 1, 2024 - August 4, 2024",2024,Saturday,DEFTONES,nan,"nu metal, alternative metal, rap metal, shoegaze",82.0,Indie / Alternative
265,"August 1, 2024 - August 4, 2024",2024,Saturday,CONAN GRAY,nan,lo-fi house,80.0,Electronic
266,"August 1, 2024 - August 4, 2024",2024,Saturday,SKRILLEX,nan,"dubstep, edm, electro, electronic",80.0,Electronic
267,"August 1, 2024 - August 4, 2024",2024,Saturday,THE KILLERS,1.0,alternative rock,79.0,Rock
268,"August 1, 2024 - August 4, 2024",2024,Saturday,MELANIE MARTINEZ,1.0,jangle pop,78.0,Pop
269,"August 1, 2024 - August 4, 2024",2024,Saturday,YOASOBI,nan,"j-pop, anime",76.0,Pop
270,"August 1, 2024 - August 4, 2024",2024,Saturday,IVE,nan,k-pop,75.0,Pop
271,"August 1, 2024 - August 4, 2024",2024,Saturday,EYEDRESS,nan,lo-fi house,74.0,Electronic
272,"August 1, 2024 - August 4, 2024",2024,Saturday,BOYWITHUKE,nan,lo-fi house,73.0,Electronic
273,"August 1, 2024 - August 4, 2024",2024,Saturday,DASHA,nan,lo-fi house,72.0,Electronic
274,"August 1, 2024 - August 4, 2024",2024,Saturday,ETHEL CAIN,nan,lo-fi house,69.0,Electronic
275,"August 1, 2024 - August 4, 2024",2024,Saturday,2HOLLIS,nan,"hyperpop, electroclash",68.0,Pop
276,"August 1, 2024 - August 4, 2024",2024,Saturday,VINCE STAPLES,nan,lo-fi house,68.0,Electronic
277,"August 1, 2024 - August 4, 2024",2024,Saturday,LEISURE,nan,lo-fi house,64.0,Electronic
278,"August 1, 2024 - August 4, 2024",2024,Saturday,FOUR TET,nan,"idm, electronica",63.0,Electronic
279,"August 1, 2024 - August 4, 2024",2024,Saturday,KILLER MIKE,nan,"southern hip hop, alternative hip hop",63.0,Indie / Alternative
280,"August 1, 2024 - August 4, 2024",2024,Saturday,NATALIE JANE,nan,lo-fi house,63.0,Electronic
281,"August 1, 2024 - August 4, 2024",2024,Saturday,ARMANI WHITE,nan,lo-fi house,61.0,Electronic
282,"August 1, 2024 - August 4, 2024",2024,Saturday,CANNONS,nan,lo-fi house,61.0,Electronic
283,"August 1, 2024 - August 4, 2024",2024,Saturday,KENNY BEATS,nan,lo-fi house,60.0,Electronic
284,"August 1, 2024 - August 4, 2024",2024,Saturday,KNOX,nan,lo-fi house,60.0,Electronic
285,"August 1, 2024 - August 4, 2024",2024,Saturday,BRISTON MARONEY,nan,lo-fi house,59.0,Electronic
286,"August 1, 2024 - August 4, 2024",2024,Saturday,DESTROY BOYS,nan,lo-fi house,59.0,Electronic
287,"August 1, 2024 - August 4, 2024",2024,Saturday,HIPPO CAMPUS,nan,lo-fi house,59.0,Electronic
288,"August 1, 2024 - August 4, 2024",2024,Saturday,DYLAN BRADY,nan,"hyperpop, glitch",58.0,Pop
289,"August 1, 2024 - August 4, 2024",2024,Saturday,JOSIAH AND THE BONNEVILLES,nan,lo-fi house,58.0,Electronic
290,"August 1, 2024 - August 4, 2024",2024,Saturday,MIMI WEBB,nan,lo-fi house,58.0,Electronic
291,"August 1, 2024 - August 4, 2024",2024,Saturday,ROMY,nan,lo-fi house,58.0,Electronic
292,"August 1, 2024 - August 4, 2024",2024,Saturday,NIA ARCHIVES,nan,"jungle, drum and bass, uk garage",57.0,Other
293,"August 1, 2024 - August 4, 2024",2024,Saturday,TANNER USREY,nan,"red dirt, texas country, country",57.0,Folk / Country
294,"August 1, 2024 - August 4, 2024",2024,Saturday,TOMMY NEWPORT,nan,lo-fi house,55.0,Electronic
295,"August 1, 2024 - August 4, 2024",2024,Saturday,NIGHTLY,nan,lo-fi house,54.0,Electronic
296,"August 1, 2024 - August 4, 2024",2024,Saturday,DORA JAR,nan,lo-fi house,51.0,Electronic
297,"August 1, 2024 - August 4, 2024",2024,Saturday,INFINITY SONG,nan,lo-fi house,50.0,Electronic
298,"August 1, 2024 - August 4, 2024",2024,Saturday,WILL LINLEY,nan,lo-fi house,49.0,Electronic
299,"August 1, 2024 - August 4, 2024",2024,Saturday,QUARTERS OF CHANGE,nan,lo-fi house,45.0,Electronic
300,"August 1, 2024 - August 4, 2024",2024,Saturday,XANDRA,nan,lo-fi house,45.0,Electronic
301,"August 1, 2024 - August 4, 2024",2024,Saturday,AHADADREAM B2B MANARA,nan,"bass music, dubstep, riddim",43.0,Other
302,"August 1, 2024 - August 4, 2024",2024,Saturday,BRIGITTE CALLS ME BABY,nan,lo-fi house,37.0,Electronic
303,"August 1, 2024 - August 4, 2024",2024,Saturday,FRIKO,nan,lo-fi house,37.0,Electronic
304,"August 1, 2024 - August 4, 2024",2024,Saturday,HAPPY LANDING,nan,folk pop,36.0,Pop
305,"August 1, 2024 - August 4, 2024",2024,Saturday,HAYES WARNER,nan,lo-fi house,36.0,Electronic
306,"August 1, 2024 - August 4, 2024",2024,Saturday,SAVANNAH RE,nan,alternative r&b,36.0,Indie / Alternative
307,"August 1, 2024 - August 4, 2024",2024,Saturday,SAM NELSON HARRIS,nan,lo-fi house,31.0,Electronic
308,"August 1, 2024 - August 4, 2024",2024,Sunday,TEDDY SWIMS,nan,lo-fi house,88.0,Electronic
309,"August 1, 2024 - August 4, 2024",2024,Sunday,BLINK-182,1.0,"pop punk, punk, emo pop, rock, skate punk, emo",79.0,Rock
310,"August 1, 2024 - August 4, 2024",2024,Sunday,DOMINIC FIKE,nan,lo-fi house,79.0,Electronic
311,"August 1, 2024 - August 4, 2024",2024,Sunday,TREATY OAK REVIVAL,nan,"country, red dirt, texas country, country rock",77.0,Rock
312,"August 1, 2024 - August 4, 2024",2024,Sunday,PIERCE THE VEIL,nan,"emo, screamo, post-hardcore",75.0,Other
313,"August 1, 2024 - August 4, 2024",2024,Sunday,CULTS,nan,lo-fi house,71.0,Electronic
314,"August 1, 2024 - August 4, 2024",2024,Sunday,TWO DOOR CINEMA CLUB,nan,indie,70.0,Indie / Alternative
315,"August 1, 2024 - August 4, 2024",2024,Sunday,BEN BÖHMER,nan,"melodic house, melodic techno, progressive house, deep house",68.0,Electronic
316,"August 1, 2024 - August 4, 2024",2024,Sunday,GRENTPEREZ,nan,lo-fi house,68.0,Electronic
317,"August 1, 2024 - August 4, 2024",2024,Sunday,SIR,nan,"alternative r&b, neo soul",68.0,Indie / Alternative
318,"August 1, 2024 - August 4, 2024",2024,Sunday,TEEZO TOUCHDOWN,nan,lo-fi house,68.0,Electronic
319,"August 1, 2024 - August 4, 2024",2024,Sunday,YOT CLUB,nan,bedroom pop,66.0,Pop
320,"August 1, 2024 - August 4, 2024",2024,Sunday,ZEDS DEAD,nan,"dubstep, edm",65.0,Electronic
321,"August 1, 2024 - August 4, 2024",2024,Sunday,THE LAST DINNER PARTY,nan,lo-fi house,63.0,Electronic
322,"August 1, 2024 - August 4, 2024",2024,Sunday,NOSTALGIX,nan,"disco house, jazz house, funky house, lo-fi house, nu disco",61.0,Electronic
323,"August 1, 2024 - August 4, 2024",2024,Sunday,WATERPARKS,nan,pop punk,59.0,Pop
324,"August 1, 2024 - August 4, 2024",2024,Sunday,WILLIS,nan,lo-fi house,58.0,Electronic
325,"August 1, 2024 - August 4, 2024",2024,Sunday,SLOW PULP,nan,lo-fi house,57.0,Electronic
326,"August 1, 2024 - August 4, 2024",2024,Sunday,KAITLIN BUTTS,nan,"red dirt, texas country",56.0,Folk / Country
327,"August 1, 2024 - August 4, 2024",2024,Sunday,MEDIUM BUILD,nan,lo-fi house,53.0,Electronic
328,"August 1, 2024 - August 4, 2024",2024,Sunday,HANABIE,nan,"j-rock, visual kei",52.0,Rock
329,"August 1, 2024 - August 4, 2024",2024,Sunday,CARMEN DELEON,nan,lo-fi house,51.0,Electronic
330,"August 1, 2024 - August 4, 2024",2024,Sunday,BLACK TIGER SEX MACHINE,nan,"dubstep, riddim, deathstep, edm",50.0,Electronic
331,"August 1, 2024 - August 4, 2024",2024,Sunday,RYAN TREY,nan,lo-fi house,49.0,Electronic
332,"August 1, 2024 - August 4, 2024",2024,Sunday,HOL!,nan,"riddim, dubstep, deathstep, bass music",47.0,Other
333,"August 1, 2024 - August 4, 2024",2024,Sunday,JESSICA AUDIFFRED,nan,"dubstep, riddim, deathstep, melodic bass, bass music",47.0,Other
334,"August 1, 2024 - August 4, 2024",2024,Sunday,MERSIV,nan,"bass music, dubstep",47.0,Other
335,"August 1, 2024 - August 4, 2024",2024,Sunday,KYLE DION,nan,alternative r&b,46.0,Indie / Alternative
336,"August 1, 2024 - August 4, 2024",2024,Sunday,BRISCOE,nan,lo-fi house,42.0,Electronic
337,"August 1, 2024 - August 4, 2024",2024,Sunday,EDDIE,nan,lo-fi house,42.0,Electronic
338,"August 1, 2024 - August 4, 2024",2024,Sunday,POST SEX NACHOS,nan,funk rock,41.0,Rock
339,"August 1, 2024 - August 4, 2024",2024,Sunday,NICO VEGA,nan,gothic country,39.0,Folk / Country
340,"August 1, 2024 - August 4, 2024",2024,Sunday,SCARLET DEMORE,nan,lo-fi house,33.0,Electronic
341,"August 1, 2024 - August 4, 2024",2024,Sunday,VALENCIA GRACE,nan,lo-fi house,28.0,Electronic
342,"August 1, 2024 - August 4, 2024",2024,Sunday,CHICAGO MADE,nan,lo-fi house,27.0,Electronic
343,"August 1, 2024 - August 4, 2024",2024,Sunday,WHYTE FANG,nan,lo-fi house,25.0,Electronic
344,"August 1, 2024 - August 4, 2024",2024,Sunday,HUDDY,nan,russelåter,1.0,Other
345,"August 1, 2024 - August 4, 2024",2024,Sunday,GOOD KID,nan,lo-fi house,0.0,Electronic
346,"August 3, 2023 - August 6, 2023",2023,Thursday,BILLIE EILISH,1.0,jangle pop,95.0,Pop
347,"August 3, 2023 - August 6, 2023",2023,Thursday,KAROL G,1.0,"reggaeton, latin, urbano latino",89.0,Latin
348,"August 3, 2023 - August 6, 2023",2023,Thursday,NOAH KAHAN,nan,lo-fi house,85.0,Electronic
349,"August 3, 2023 - August 6, 2023",2023,Thursday,NEWJEANS,nan,k-pop,79.0,Pop
350,"August 3, 2023 - August 6, 2023",2023,Thursday,DIPLO,nan,moombahton,78.0,Other
351,"August 3, 2023 - August 6, 2023",2023,Thursday,REMA,nan,"afrobeats, afrobeat, afropop, afropiano",78.0,Pop
352,"August 3, 2023 - August 6, 2023",2023,Thursday,LAINEY WILSON,nan,country,77.0,Folk / Country
353,"August 3, 2023 - August 6, 2023",2023,Thursday,KEY GLOCK,nan,memphis rap,76.0,Hip-Hop / Rap
354,"August 3, 2023 - August 6, 2023",2023,Thursday,ISABEL LAROSA,nan,lo-fi house,74.0,Electronic
355,"August 3, 2023 - August 6, 2023",2023,Thursday,JESSIE MURPH,nan,lo-fi house,74.0,Electronic
356,"August 3, 2023 - August 6, 2023",2023,Thursday,MEN I TRUST,nan,"bedroom pop, indie pop",74.0,Indie / Alternative
357,"August 3, 2023 - August 6, 2023",2023,Thursday,CARLY RAE JEPSEN,nan,lo-fi house,73.0,Electronic
358,"August 3, 2023 - August 6, 2023",2023,Thursday,TIMMY TRUMPET,nan,"melbourne bounce, big room",73.0,Other
359,"August 3, 2023 - August 6, 2023",2023,Thursday,DOM DOLLA,nan,"house, tech house",72.0,Electronic
360,"August 3, 2023 - August 6, 2023",2023,Thursday,RICHY MITCH & THE COAL MINERS,nan,lo-fi house,70.0,Electronic
361,"August 3, 2023 - August 6, 2023",2023,Thursday,MATT MALTESE,nan,lo-fi house,69.0,Electronic
362,"August 3, 2023 - August 6, 2023",2023,Thursday,PORTUGAL. THE MAN,nan,lo-fi house,69.0,Electronic
363,"August 3, 2023 - August 6, 2023",2023,Thursday,SOFI TUKKER,nan,lo-fi house,69.0,Electronic
364,"August 3, 2023 - August 6, 2023",2023,Thursday,DOPE LEMON,nan,lo-fi house,66.0,Electronic
365,"August 3, 2023 - August 6, 2023",2023,Thursday,ACRAZE,nan,tech house,64.0,Electronic
366,"August 3, 2023 - August 6, 2023",2023,Thursday,CHRI$TIAN GATE$,nan,lo-fi house,64.0,Electronic
367,"August 3, 2023 - August 6, 2023",2023,Thursday,CLINTON KANE,nan,lo-fi house,62.0,Electronic
368,"August 3, 2023 - August 6, 2023",2023,Thursday,SPACEY JANE,nan,surf rock,62.0,Rock
369,"August 3, 2023 - August 6, 2023",2023,Thursday,DISCO LINES,nan,stutter house,61.0,Electronic
370,"August 3, 2023 - August 6, 2023",2023,Thursday,THE BEACHES,nan,lo-fi house,61.0,Electronic
371,"August 3, 2023 - August 6, 2023",2023,Thursday,THE ROSE,nan,"k-rock, k-pop",61.0,Rock
372,"August 3, 2023 - August 6, 2023",2023,Thursday,JOY OLADOKUN,nan,lo-fi house,59.0,Electronic
373,"August 3, 2023 - August 6, 2023",2023,Thursday,BRAKENCE,nan,"hyperpop, glitch",58.0,Pop
374,"August 3, 2023 - August 6, 2023",2023,Thursday,FRANC MOODY,nan,nu disco,58.0,Other
375,"August 3, 2023 - August 6, 2023",2023,Thursday,J. WORRA,nan,"house, tech house",56.0,Electronic
376,"August 3, 2023 - August 6, 2023",2023,Thursday,ARATH HERCE,nan,latin folk,50.0,Latin
377,"August 3, 2023 - August 6, 2023",2023,Thursday,AX AND THE HATCHETMEN,nan,lo-fi house,49.0,Electronic
378,"August 3, 2023 - August 6, 2023",2023,Thursday,BEAUTY SCHOOL DROPOUT,nan,lo-fi house,48.0,Electronic
379,"August 3, 2023 - August 6, 2023",2023,Thursday,PONY BRADSHAW,nan,"red dirt, alt country, americana",48.0,Folk / Country
380,"August 3, 2023 - August 6, 2023",2023,Thursday,AUSTIN MEADE,nan,"red dirt, texas country, country rock",46.0,Rock
381,"August 3, 2023 - August 6, 2023",2023,Thursday,KIDD KENN,nan,lo-fi house,38.0,Electronic
382,"August 3, 2023 - August 6, 2023",2023,Thursday,FINISH TICKET,nan,lo-fi house,32.0,Electronic
383,"August 3, 2023 - August 6, 2023",2023,Thursday,BAD NEIGHBORS,nan,"emo rap, punk rap",30.0,Hip-Hop / Rap
384,"August 3, 2023 - August 6, 2023",2023,Thursday,CAROLA,nan,lo-fi house,14.0,Electronic
385,"August 3, 2023 - August 6, 2023",2023,Thursday,CAROLA,nan,lo-fi house,14.0,Electronic
386,"August 3, 2023 - August 6, 2023",2023,Thursday,LOVEJOY,nan,lo-fi house,1.0,Electronic
387,"August 3, 2023 - August 6, 2023",2023,Thursday,LESLY REYNAGA,nan,lo-fi house,0.0,Electronic
388,"August 3, 2023 - August 6, 2023",2023,Friday,KENDRICK LAMAR,1.0,"hip hop, west coast hip hop",97.0,Hip-Hop / Rap
389,"August 3, 2023 - August 6, 2023",2023,Friday,SABRINA CARPENTER,nan,lo-fi house,92.0,Electronic
390,"August 3, 2023 - August 6, 2023",2023,Friday,BEABADOOBEE,nan,bedroom pop,82.0,Pop
391,"August 3, 2023 - August 6, 2023",2023,Friday,KEN CARSON,nan,rage rap,79.0,Hip-Hop / Rap
392,"August 3, 2023 - August 6, 2023",2023,Friday,THE 1975,1.0,jangle pop,78.0,Pop
393,"August 3, 2023 - August 6, 2023",2023,Friday,FRED AGAIN...,nan,"stutter house, house",77.0,Electronic
394,"August 3, 2023 - August 6, 2023",2023,Friday,TEMS,nan,"afrobeats, alté, afrobeat",77.0,Other
395,"August 3, 2023 - August 6, 2023",2023,Friday,JESSIE REYEZ,nan,lo-fi house,71.0,Electronic
396,"August 3, 2023 - August 6, 2023",2023,Friday,CAFUNÉ,nan,lo-fi house,70.0,Electronic
397,"August 3, 2023 - August 6, 2023",2023,Friday,THIRTY SECONDS TO MARS,nan,modern rock,70.0,Rock
398,"August 3, 2023 - August 6, 2023",2023,Friday,DECLAN MCKENNA,nan,lo-fi house,68.0,Electronic
399,"August 3, 2023 - August 6, 2023",2023,Friday,SUBTRONICS,nan,"riddim, dubstep, edm, deathstep, bass music, dub",65.0,Electronic
400,"August 3, 2023 - August 6, 2023",2023,Friday,FOALS,nan,indie,64.0,Indie / Alternative
401,"August 3, 2023 - August 6, 2023",2023,Friday,EKKSTACY,nan,lo-fi house,63.0,Electronic
402,"August 3, 2023 - August 6, 2023",2023,Friday,PEACH PIT,nan,lo-fi house,63.0,Electronic
403,"August 3, 2023 - August 6, 2023",2023,Friday,SUECO,nan,lo-fi house,63.0,Electronic
404,"August 3, 2023 - August 6, 2023",2023,Friday,GIANT ROOKS,nan,lo-fi house,62.0,Electronic
405,"August 3, 2023 - August 6, 2023",2023,Friday,KNOCKED LOOSE,nan,"hardcore, metalcore, deathcore, hardcore punk, metal",62.0,Metal
406,"August 3, 2023 - August 6, 2023",2023,Friday,BIG WILD,nan,lo-fi house,60.0,Electronic
407,"August 3, 2023 - August 6, 2023",2023,Friday,TALK,nan,lo-fi house,57.0,Electronic
408,"August 3, 2023 - August 6, 2023",2023,Friday,TIACORINE,nan,lo-fi house,57.0,Electronic
409,"August 3, 2023 - August 6, 2023",2023,Friday,LOVELESS,nan,pop punk,55.0,Pop
410,"August 3, 2023 - August 6, 2023",2023,Friday,THE 502S,nan,lo-fi house,55.0,Electronic
411,"August 3, 2023 - August 6, 2023",2023,Friday,CHAROLOTTE SANDS,nan,lo-fi house,53.0,Electronic
412,"August 3, 2023 - August 6, 2023",2023,Friday,RAY VOLPE,nan,"dubstep, riddim, deathstep, melodic bass, bass music, edm",53.0,Electronic
413,"August 3, 2023 - August 6, 2023",2023,Friday,SVDDEN DEATH,nan,"riddim, dubstep, deathstep, bass music, edm, dub",52.0,Electronic
414,"August 3, 2023 - August 6, 2023",2023,Friday,BAND-MAID,nan,"j-rock, k-rock",51.0,Rock
415,"August 3, 2023 - August 6, 2023",2023,Friday,BLANKE,nan,"melodic bass, future bass, dubstep, edm",51.0,Electronic
416,"August 3, 2023 - August 6, 2023",2023,Friday,ARMNHMR,nan,"melodic bass, future bass, edm",48.0,Electronic
417,"August 3, 2023 - August 6, 2023",2023,Friday,HEMLOCKE SPRINGS,nan,lo-fi house,48.0,Electronic
418,"August 3, 2023 - August 6, 2023",2023,Friday,SKIZZY MARS,nan,lo-fi house,48.0,Electronic
419,"August 3, 2023 - August 6, 2023",2023,Friday,ANNIE DIRUSSO,nan,lo-fi house,46.0,Electronic
420,"August 3, 2023 - August 6, 2023",2023,Friday,NINAJIRACHI,nan,"hyperpop, stutter house",46.0,Pop
421,"August 3, 2023 - August 6, 2023",2023,Friday,NINAJIRACHI,nan,"hyperpop, stutter house",46.0,Pop
422,"August 3, 2023 - August 6, 2023",2023,Friday,SUDAN ARCHIVES,nan,alternative r&b,46.0,Indie / Alternative
423,"August 3, 2023 - August 6, 2023",2023,Friday,HAIRITAGE,nan,"dubstep, riddim, deathstep, bass music",45.0,Other
424,"August 3, 2023 - August 6, 2023",2023,Friday,DIESEL,nan,"dubstep, riddim, deathstep",44.0,Other
425,"August 3, 2023 - August 6, 2023",2023,Friday,SINCERE ENGINEER,nan,"midwest emo, indie punk",38.0,Indie / Alternative
426,"August 3, 2023 - August 6, 2023",2023,Friday,EMO NITE,nan,vocaloid,34.0,Other
427,"August 3, 2023 - August 6, 2023",2023,Friday,CYDEWAYS,nan,"reggae rock, reggae",31.0,Rock
428,"August 3, 2023 - August 6, 2023",2023,Friday,JUNIOR MESA,nan,lo-fi house,30.0,Electronic
429,"August 3, 2023 - August 6, 2023",2023,Friday,SOMADINA,nan,alté,18.0,Other
430,"August 3, 2023 - August 6, 2023",2023,Friday,LOVIET,nan,lo-fi house,13.0,Electronic
431,"August 3, 2023 - August 6, 2023",2023,Friday,TYLER CHRISTIAN,nan,lo-fi house,0.0,Electronic
432,"August 3, 2023 - August 6, 2023",2023,Saturday,MORGAN WADE,nan,country,91.0,Folk / Country
433,"August 3, 2023 - August 6, 2023",2023,Saturday,BENSON,nan,lo-fi house,86.0,Electronic
434,"August 3, 2023 - August 6, 2023",2023,Saturday,BENSON,nan,lo-fi house,86.0,Electronic
435,"August 3, 2023 - August 6, 2023",2023,Saturday,NIKI,nan,lo-fi house,82.0,Electronic
436,"August 3, 2023 - August 6, 2023",2023,Saturday,IVÁN CORNEJO,nan,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",79.0,Other
437,"August 3, 2023 - August 6, 2023",2023,Saturday,TOMORROW X TOGETHER,1.0,k-pop,78.0,Pop
438,"August 3, 2023 - August 6, 2023",2023,Saturday,TOM ODELL,nan,lo-fi house,78.0,Electronic
439,"August 3, 2023 - August 6, 2023",2023,Saturday,ALEX G,nan,lo-fi house,77.0,Electronic
440,"August 3, 2023 - August 6, 2023",2023,Saturday,J.I.D,nan,lo-fi house,76.0,Electronic
441,"August 3, 2023 - August 6, 2023",2023,Saturday,MEDUZA,nan,lo-fi house,74.0,Electronic
442,"August 3, 2023 - August 6, 2023",2023,Saturday,DESTROY LONELY,nan,rage rap,73.0,Hip-Hop / Rap
443,"August 3, 2023 - August 6, 2023",2023,Saturday,PUSHA T,nan,lo-fi house,72.0,Electronic
444,"August 3, 2023 - August 6, 2023",2023,Saturday,THEE SACRED SOULS,nan,retro soul,72.0,R&B / Soul
445,"August 3, 2023 - August 6, 2023",2023,Saturday,SUKI WATERHOUSE,nan,lo-fi house,71.0,Electronic
446,"August 3, 2023 - August 6, 2023",2023,Saturday,ODESZA,1.0,"chillwave, chillstep",69.0,Other
447,"August 3, 2023 - August 6, 2023",2023,Saturday,MAGGIE ROGERS,nan,lo-fi house,69.0,Electronic
448,"August 3, 2023 - August 6, 2023",2023,Saturday,YUNG GRAVY,nan,meme rap,69.0,Hip-Hop / Rap
449,"August 3, 2023 - August 6, 2023",2023,Saturday,ARI ABDUL,nan,lo-fi house,68.0,Electronic
450,"August 3, 2023 - August 6, 2023",2023,Saturday,KNOCK2,nan,"bass house, edm, bassline",63.0,Electronic
451,"August 3, 2023 - August 6, 2023",2023,Saturday,THE KNOCKS,nan,"nu disco, alternative dance",61.0,Indie / Alternative
452,"August 3, 2023 - August 6, 2023",2023,Saturday,NORA EN PURE,nan,"deep house, melodic house, progressive house, house",60.0,Electronic
453,"August 3, 2023 - August 6, 2023",2023,Saturday,FRIDAY PILOTS CLUB,nan,lo-fi house,59.0,Electronic
454,"August 3, 2023 - August 6, 2023",2023,Saturday,THE REVIVALISTS,nan,lo-fi house,59.0,Electronic
455,"August 3, 2023 - August 6, 2023",2023,Saturday,MAVI,nan,"experimental hip hop, alternative hip hop",57.0,Indie / Alternative
